TransactionID,CustomerID,TransactionDate,TransactionAmount,MerchantCategory,TransactionCity,TransactionCountry,PaymentStatus,CreditLimit,AvailableCredit
4118710,699478,2024-02-18,41360.84,Dining,Sikar,India,Failed,62480.47,252874.59
87642045,493707,2024-12-24,48714.99,Travel,South Dumdum,India,Success,175052.35,450717.73
53501551,997062,2024-06-11,13395.09,Dining,Chandigarh,India,Success,59161.09,144202.54
67839558,638288,2024-12-05,40485.7,Dining,Maheshtala,India,Success,142867.93,91594.34
17754530,713573,2025-01-12,793.09,Dining,Gudivada,India,Failed,116325.89,374820.83
65717833,393458,2024-10-30,15717.16,Dining,Thoothukudi,India,Failed,306869.2,345946.18
89963215,673274,2024-01-24,3899.04,Retail,Panihati,India,Success,61321.83,403111.41
57795463,160690,2024-12-14,18695.21,Travel,Kamarhati,India,Failed,409873.86,62961.7
92078717,75318,2024-06-03,39447.05,Groceries,Bhusawal,India,Success,344325.27,39398.24
22414023,327820,2024-03-22,36804.21,Travel,Ghaziabad,India,Failed,152729.9,464840.79
36325451,483432,2024-01-22,19719.04,Groceries,Loni,India,Failed,499685.15,247935.79
41704053,941440,2024-04-18,565.92,Dining,Durg,India,Success,61336.66,240240.85
41952650,293488,2024-08-27,31971.78,Dining,Morena,India,Failed,187462.18,379763.91
44017964,397677,2025-01-14,6394.97,Travel,Hubli–Dharwad,India,Success,460529.59,393863.01
65816013,848524,2024-12-05,25452.73,Dining,Baranagar,India,Failed,170383.59,35594.56
82537477,689709,2024-05-18,18819.28,Travel,Bokaro,India,Failed,436866.97,25556.02
42964167,949405,2024-02-09,27331.42,Dining,Ramagundam,India,Success,246924.91,187792.73
23034861,917940,2024-12-17,29854.97,Retail,Dharmavaram,India,Failed,466672.5,396976.94
79874768,406634,2024-07-07,37039.32,Dining,Panipat,India,Failed,250036.21,304365.86
52158384,222738,2024-11-22,6568.0,Retail,Gurgaon,India,Success,118678.38,494697.09
7082656,103647,2024-02-16,22277.73,Travel,Akola,India,Success,300356.61,114818.78
93207135,825746,2024-09-16,18249.97,Groceries,Sangli-Miraj & Kupwad,India,Success,52596.17,177717.6
5553356,126597,2024-05-22,39759.41,Retail,North Dumdum,India,Success,350334.31,283725.29
77038919,347598,2024-12-16,13465.31,Groceries,Ambattur,India,Success,331964.38,18287.9
1868727,884582,2024-07-13,41894.54,Travel,Hospet,India,Failed,108449.58,181681.16
83087118,877770,2024-07-30,29798.93,Retail,Suryapet,India,Success,335468.44,334236.11
11819745,729143,2024-10-15,14532.61,Groceries,Bhalswa Jahangir Pur,India,Success,246232.85,471580.94
98682465,325095,2024-08-25,37523.13,Groceries,Parbhani,India,Success,491219.17,259038.15
31282835,630290,2024-04-24,19377.87,Dining,Vasai-Virar,India,Success,161983.98,414089.56
54304803,411756,2024-12-29,40759.47,Groceries,Kanpur,India,Failed,120844.92,27857.2
72018632,64355,2025-01-14,30084.01,Groceries,Solapur,India,Failed,217508.23,253040.99
95413136,439791,2024-04-11,40824.6,Groceries,Pondicherry,India,Failed,331253.72,302265.68
45415691,359124,2024-10-27,26848.82,Travel,Vijayawada,India,Failed,159119.67,110152.05
35997194,272195,2024-08-22,1232.1,Travel,Vasai-Virar,India,Failed,260083.76,38117.07
25400364,332041,2024-07-02,35158.96,Travel,Munger,India,Success,456562.82,462100.22
82127337,534260,2024-04-26,23526.54,Travel,Mysore,India,Failed,137686.85,332592.19
74536917,690037,2024-05-21,5136.67,Groceries,Yamunanagar,India,Failed,114859.7,201734.69
42804301,720809,2024-04-02,10431.24,Travel,Thanjavur,India,Failed,352749.53,252878.47
50716704,427156,2024-09-05,48456.2,Groceries,Bulandshahr,India,Failed,241213.32,489112.0
32053420,963181,2024-03-15,30318.9,Travel,Chennai,India,Success,73048.02,49375.7
28823937,297816,2024-08-12,42266.88,Groceries,Patiala,India,Failed,253293.82,456990.28
8078382,316301,2024-11-23,37799.32,Groceries,Rampur,India,Success,110235.86,319827.84
26187451,11012,2024-06-26,10100.27,Dining,Bhatpara,India,Failed,118822.04,340336.23
3633634,486971,2024-09-04,4656.31,Groceries,Gaya,India,Failed,432725.65,473696.85
69602753,418319,2024-02-09,8913.48,Travel,Bhalswa Jahangir Pur,India,Success,479717.71,34825.54
59242988,115017,2024-08-01,27720.2,Groceries,Kozhikode,India,Success,105276.69,22644.39
63260182,551903,2024-10-28,31059.56,Groceries,Kottayam,India,Failed,422890.9,309456.78
63271765,815433,2025-01-01,26880.74,Travel,Hindupur,India,Success,406849.3,83106.33
6630790,420710,2024-06-11,42090.42,Travel,Kurnool,India,Failed,73718.55,427252.64
40637475,83521,2024-04-23,37083.04,Dining,Ramagundam,India,Failed,438791.44,320142.6
81933263,348557,2024-03-23,28551.64,Travel,Aurangabad,India,Success,336032.86,16819.25
2233298,58471,2024-12-10,30296.05,Travel,Yamunanagar,India,Failed,58384.22,281332.44
75492865,257441,2024-04-25,42117.33,Dining,Coimbatore,India,Failed,460649.69,281446.27
9410700,320868,2024-02-04,38090.7,Dining,Guntur,India,Failed,106725.64,350456.33
74750555,903423,2024-10-16,41097.42,Retail,Bhatpara,India,Success,87238.55,99740.37
55882498,623346,2025-01-16,7061.3,Retail,Nizamabad,India,Failed,159064.93,139667.69
50459329,264359,2024-03-28,37728.24,Groceries,Shivpuri,India,Success,253504.43,382073.91
22770808,324196,2024-07-05,28202.5,Groceries,Jaipur,India,Failed,129642.52,466362.62
71423316,905556,2024-02-05,11863.41,Retail,Panipat,India,Failed,383415.24,36214.1
46868372,192228,2024-08-19,33923.35,Retail,Surat,India,Failed,476117.19,64210.74
24661806,8777,2024-03-27,763.46,Travel,Sangli-Miraj & Kupwad,India,Failed,246053.36,146746.29
70425305,294479,2024-08-10,15852.17,Dining,Kakinada,India,Failed,341984.75,233685.43
49566359,625789,2024-08-07,37353.75,Travel,Tiruchirappalli,India,Failed,170024.71,86658.39
75425204,200614,2024-11-05,22749.54,Travel,Aligarh,India,Success,358233.1,121803.46
6422821,362387,2024-08-07,15995.55,Travel,Srikakulam,India,Success,156884.86,319594.92
3284847,249047,2024-05-06,36937.9,Groceries,Chapra,India,Success,68413.07,13001.89
3560412,955117,2024-10-28,33627.91,Dining,Loni,India,Failed,355051.49,56587.59
30035870,418045,2024-07-20,16642.81,Travel,Bulandshahr,India,Failed,328856.97,212718.58
52866625,366346,2024-02-03,37843.75,Retail,Amaravati,India,Success,403006.36,153818.97
72794876,382376,2024-06-19,21335.24,Dining,Rewa,India,Failed,310538.27,357743.12
95762396,704667,2024-05-17,14358.37,Travel,Korba,India,Success,267410.13,370955.36
48584307,366995,2024-12-29,2090.72,Dining,Raurkela Industrial Township,India,Success,221218.9,356271.34
53547588,390304,2024-05-09,24836.88,Travel,Patiala,India,Failed,276252.02,380633.74
23518384,126597,2024-05-08,8241.58,Travel,Bhiwani,India,Failed,223292.9,459292.79
23246467,449588,2025-01-14,35153.17,Retail,Bharatpur,India,Success,393960.95,124240.4
22427972,561142,2024-11-15,15679.45,Dining,Etawah,India,Success,311249.46,195542.37
83141253,946240,2024-08-14,22927.8,Groceries,Medininagar,India,Failed,272778.22,491383.51
11338691,519370,2024-10-08,39540.13,Groceries,Unnao,India,Success,266336.99,207983.34
40826950,616801,2024-05-12,22495.11,Travel,Jamshedpur,India,Success,338808.05,157463.69
48143842,327820,2024-09-05,41931.62,Groceries,Moradabad,India,Failed,356968.37,298288.32
82878462,890259,2024-04-30,48278.4,Groceries,Tadipatri,India,Success,52942.31,333942.31
54478431,800947,2024-06-24,1537.34,Dining,Jehanabad,India,Failed,272991.84,392808.58
22071300,191143,2024-08-13,27711.62,Retail,Aurangabad,India,Success,465465.74,399621.8
79393627,947367,2024-11-26,28932.21,Dining,Bhilai,India,Success,107315.03,37679.59
84061134,617151,2024-06-21,7907.48,Retail,Raipur,India,Success,269789.61,99783.24
62742081,241725,2025-01-02,42344.26,Travel,Jhansi,India,Failed,330434.97,32477.58
79360526,628160,2024-03-02,34969.7,Dining,Ongole,India,Failed,331764.91,37921.99
34871356,669095,2024-09-23,2646.93,Retail,Raurkela Industrial Township,India,Success,470279.65,422743.33
8376940,846387,2024-07-24,3892.05,Dining,Kirari Suleman Nagar,India,Failed,149737.48,467544.2
45275502,655370,2024-06-21,19902.1,Dining,Kochi,India,Success,367980.72,228189.92
8458178,239514,2024-06-28,37416.74,Travel,Pali,India,Success,145436.9,474689.89
11232844,956985,2024-11-14,47133.49,Groceries,Kulti,India,Failed,53847.6,488303.7
31261704,320373,2024-08-05,24362.09,Travel,Nagercoil,India,Success,206935.68,299154.64
23620066,870714,2024-09-02,3034.16,Travel,Loni,India,Success,259432.82,232281.71
48740100,848524,2024-08-13,46654.06,Retail,Bihar Sharif,India,Failed,224478.36,283482.66
57736242,369255,2024-01-23,44485.7,Travel,Berhampore,India,Failed,369044.47,257223.69
40686196,714170,2024-02-20,8360.12,Groceries,Aligarh,India,Failed,494895.86,85762.96
47073383,464506,2024-09-05,10506.87,Groceries,New Delhi,India,Success,144485.63,285616.31
54096039,732854,2024-02-03,16873.4,Dining,Silchar,India,Success,378033.48,124238.14
89158882,576276,2024-08-14,33969.63,Retail,Madhyamgram,India,Failed,492169.11,90718.86
49003932,624396,2024-07-08,4751.36,Dining,Dhule,India,Failed,413135.62,152656.65
55378986,16810,2024-09-03,39345.9,Retail,Narasaraopet,India,Success,109798.23,400485.12
9472490,991379,2024-12-17,21509.67,Travel,Bardhaman,India,Failed,310595.2,68365.43
3435834,445462,2024-11-14,8041.16,Retail,Haridwar,India,Success,214668.74,118782.75
49376145,493898,2024-08-13,28840.16,Dining,Eluru,India,Failed,378293.83,316181.74
31417340,362387,2024-08-08,8626.35,Dining,Berhampur,India,Failed,336217.97,340090.13
86422017,884582,2024-09-21,26776.24,Travel,Kalyan-Dombivli,India,Failed,443960.19,307502.39
42454933,272195,2024-08-11,6989.11,Groceries,Silchar,India,Success,369577.26,75890.63
95714595,77748,2024-06-13,6742.61,Dining,Raebareli,India,Success,437782.34,387923.88
46783946,573014,2024-10-14,45237.75,Retail,Yamunanagar,India,Failed,459885.45,239303.72
79659689,309021,2024-05-18,7522.51,Dining,Nagpur,India,Success,334278.89,423327.99
90366317,706364,2024-03-09,46882.45,Retail,Gandhidham,India,Success,211566.41,47937.88
49886860,427156,2024-11-23,49717.06,Retail,Bally,India,Success,93489.93,393822.95
46264223,310559,2024-02-26,43734.6,Retail,Adoni,India,Failed,316717.47,477571.78
44064038,931961,2024-10-13,45395.47,Groceries,Kozhikode,India,Failed,150478.83,330217.18
6361325,498086,2024-12-27,47645.64,Retail,Amritsar,India,Failed,337998.84,97976.7
26398100,518005,2024-12-01,29978.0,Groceries,Indore,India,Failed,446811.91,193899.97
57781553,180887,2024-06-09,17787.53,Retail,Vasai-Virar,India,Success,113885.09,189311.6
34903565,898219,2025-01-02,25713.17,Travel,Panchkula,India,Success,496618.48,269006.85
95760081,110809,2024-02-09,3430.96,Dining,Panipat,India,Success,172414.17,415101.17
45375062,335959,2024-12-25,28394.61,Travel,Giridih,India,Success,368745.72,252660.33
82994953,462280,2024-05-23,28022.58,Dining,Singrauli,India,Failed,115044.49,212394.68
52528261,982733,2024-10-29,12115.9,Groceries,Kharagpur,India,Failed,226242.85,445699.66
13511947,510170,2024-04-12,48045.75,Dining,Kolhapur,India,Success,244664.06,354233.34
20514598,259408,2024-09-19,41173.92,Dining,Ozhukarai,India,Success,429764.87,313397.61
6108411,23715,2024-11-20,39489.94,Dining,Amritsar,India,Success,281640.56,357506.6
96557267,379514,2024-12-24,18820.31,Groceries,Ujjain,India,Failed,126572.42,39494.55
81182883,254259,2024-12-18,27501.02,Travel,Proddatur,India,Failed,330330.83,249250.28
93092923,904840,2024-06-16,45201.96,Dining,Bally,India,Failed,138031.32,31187.22
65549579,387303,2024-03-18,36202.08,Groceries,Kumbakonam,India,Success,423244.22,97899.05
47494053,363268,2024-03-21,30291.11,Dining,Rohtak,India,Failed,401604.24,172044.43
47163797,422077,2024-08-18,10318.78,Dining,Salem,India,Failed,211775.49,30334.39
13679244,100132,2024-03-03,27337.21,Travel,Eluru,India,Success,447324.06,373083.93
14945232,146414,2024-04-11,38759.92,Retail,Parbhani,India,Success,401915.4,204398.66
18927487,646846,2024-04-07,42940.73,Dining,Phagwara,India,Success,214005.85,386292.36
24051355,420381,2024-05-19,30351.96,Groceries,Gurgaon,India,Success,106316.69,105735.37
95789156,720791,2024-09-10,1148.65,Retail,Jalna,India,Failed,342632.21,115198.07
56738169,332907,2024-05-22,46246.27,Travel,Chandigarh,India,Success,370432.68,397897.23
81586068,955563,2024-10-02,40464.77,Retail,Mahbubnagar,India,Success,252689.99,90138.76
81179028,720791,2024-03-24,19250.76,Retail,Kollam,India,Success,206410.13,418105.85
80830909,583301,2024-03-01,25344.76,Dining,Morena,India,Failed,118452.29,260112.85
70028075,47550,2024-12-25,19810.37,Groceries,Berhampur,India,Failed,233576.64,96386.8
66123386,832907,2024-08-25,48055.31,Groceries,Hindupur,India,Success,281165.24,440680.46
19628425,191628,2024-10-14,23552.41,Dining,Kalyan-Dombivli,India,Success,371349.81,273175.08
61701102,965717,2024-04-07,216.51,Travel,Gulbarga,India,Success,468400.35,11644.66
35425551,149771,2024-03-29,30814.81,Dining,Ujjain,India,Success,284816.32,80278.3
69005445,378613,2024-05-04,694.21,Groceries,Hospet,India,Failed,484240.83,291462.18
37935437,200085,2024-08-05,7818.43,Groceries,Aligarh,India,Failed,379601.7,95377.04
63016010,375995,2024-04-27,47060.34,Dining,Bilaspur,India,Failed,385194.71,37863.45
71771343,390304,2024-06-05,40250.95,Travel,Bhind,India,Success,470710.55,413572.7
29507851,404536,2024-10-18,40437.01,Dining,Ghaziabad,India,Failed,412117.11,491595.89
93627112,586107,2024-10-19,11911.64,Travel,Singrauli,India,Failed,240369.55,321689.26
13459398,818624,2024-04-02,14723.16,Travel,Gwalior,India,Failed,275644.83,453475.83
11952919,397677,2024-11-14,3415.95,Dining,Pallavaram,India,Failed,439761.69,395105.9
6141096,183075,2024-02-25,6970.5,Groceries,Bilaspur,India,Success,375815.9,247479.35
76705167,928430,2024-07-21,11796.6,Dining,Bangalore,India,Success,497478.0,342166.3
89418267,194224,2024-03-28,27907.59,Retail,Tadipatri,India,Failed,171076.36,264874.24
14877339,951495,2024-02-21,246.0,Dining,Nagercoil,India,Failed,174067.61,488556.35
41903698,656852,2024-12-31,41795.49,Travel,Dehradun,India,Failed,289519.13,381812.55
65718909,118926,2024-06-11,7797.61,Groceries,Kochi,India,Failed,402455.47,167343.58
10906343,675904,2024-08-07,5975.5,Retail,Alappuzha,India,Failed,129673.96,476003.96
67786616,855851,2024-04-28,24157.98,Retail,Darbhanga,India,Success,258453.14,87524.53
73216031,68056,2024-12-12,37230.47,Travel,Haridwar,India,Failed,284676.35,413706.56
76818905,755569,2024-04-10,15942.38,Retail,Jalandhar,India,Success,153078.49,2713.64
26494489,985964,2024-04-12,23762.39,Retail,Medininagar,India,Success,291008.44,158874.09
68604189,714170,2024-09-21,33549.55,Groceries,Khandwa,India,Success,410452.1,48059.74
17225048,482587,2024-09-09,48280.99,Travel,Davanagere,India,Success,426004.08,77502.2
64831451,162379,2024-02-11,49523.39,Retail,Aligarh,India,Failed,184043.34,126847.89
74496956,275953,2024-12-02,11280.02,Groceries,Tezpur,India,Failed,488280.05,484717.19
23887628,850153,2024-11-21,14088.14,Groceries,South Dumdum,India,Success,99133.41,498702.99
65988509,510846,2024-12-17,27380.62,Groceries,Buxar,India,Failed,358364.53,167754.88
88709581,447910,2024-08-03,16443.44,Dining,Buxar,India,Failed,126202.88,81746.39
46445881,231338,2024-09-30,45731.05,Groceries,Pimpri-Chinchwad,India,Failed,95614.42,157732.27
80741377,706364,2024-06-28,31605.87,Groceries,Satna,India,Success,203610.06,187220.2
48081850,382801,2024-06-29,28476.91,Groceries,Bikaner,India,Success,238703.04,427375.5
13707392,21286,2024-11-01,20120.39,Travel,Alappuzha,India,Failed,452677.85,238677.57
35985002,951824,2024-06-07,22699.81,Dining,Jalna,India,Success,167470.05,316129.1
69933095,153884,2024-03-23,26355.51,Groceries,Aurangabad,India,Failed,196343.59,474001.94
86397224,799146,2024-06-15,39540.07,Groceries,Pallavaram,India,Failed,324089.61,424092.04
95541826,150670,2024-04-07,45982.71,Travel,Vellore,India,Success,297244.06,154033.25
59151022,845666,2024-08-14,36080.61,Dining,Ambala,India,Failed,230901.07,479826.95
4441625,927322,2024-08-18,6494.34,Groceries,Tiruppur,India,Failed,322709.38,388017.49
76388074,696961,2024-05-22,41974.22,Retail,Kurnool,India,Success,282489.86,360860.99
12787221,463394,2024-07-13,22999.98,Retail,Aurangabad,India,Success,243364.95,126771.03
26541991,765169,2024-12-14,36276.51,Groceries,Silchar,India,Failed,350625.03,217877.67
6931238,282204,2024-06-02,39418.92,Travel,Guntakal,India,Failed,216526.31,261692.11
52997077,659939,2024-12-23,49786.78,Dining,Danapur,India,Failed,475558.4,98597.65
36114089,170881,2024-01-22,14161.07,Retail,Agartala,India,Success,63073.59,74547.67
44825207,9593,2024-03-01,27870.07,Groceries,Kottayam,India,Failed,207676.29,234097.6
19768129,387303,2024-09-19,15614.72,Retail,Raichur,India,Success,226309.43,131967.08
37355969,834339,2024-02-22,632.07,Retail,Ajmer,India,Failed,339844.86,496484.78
35476323,676026,2024-06-29,424.42,Dining,Berhampore,India,Success,474191.09,9122.29
59604415,911803,2024-08-01,22332.85,Dining,Jalna,India,Success,349503.48,342838.52
93541094,582757,2024-05-16,41455.58,Groceries,Rajahmundry,India,Failed,183734.95,63844.44
8400805,136362,2024-11-10,31382.64,Retail,Raiganj,India,Success,418501.23,222015.96
81529271,37251,2024-09-01,39627.06,Retail,Jalgaon,India,Success,103350.9,152003.48
69094072,463080,2024-04-25,21660.56,Dining,Guntakal,India,Failed,200944.28,223242.21
39599941,645408,2025-01-17,22870.11,Groceries,Muzaffarnagar,India,Success,168012.98,128521.09
76125434,33573,2024-02-06,21464.22,Dining,Korba,India,Success,349157.83,72796.97
28652011,656852,2024-02-03,20203.91,Retail,Anand,India,Failed,323719.49,92783.19
60455983,554711,2024-04-26,24605.92,Dining,Ramgarh,India,Success,222559.45,454718.0
8320413,202069,2024-07-06,46860.79,Groceries,Gaya,India,Success,357704.56,214388.25
80922405,609664,2024-08-03,38742.38,Travel,Thanjavur,India,Success,98897.0,366592.93
31146457,902799,2024-06-26,138.93,Groceries,Pudukkottai,India,Success,491604.71,274195.09
56745131,898095,2024-06-27,29099.48,Groceries,Alappuzha,India,Success,199653.74,435411.44
91095872,108665,2024-02-02,33712.44,Groceries,Aurangabad,India,Failed,390323.92,297120.02
3473251,65025,2024-12-20,9593.49,Groceries,Hospet,India,Failed,477001.09,497556.73
59420681,309710,2024-12-17,46550.54,Travel,Ambattur,India,Success,290673.49,463645.92
34610931,720791,2024-05-29,46717.58,Retail,Ranchi,India,Failed,467326.71,484756.9
66180991,586281,2024-04-28,9366.13,Retail,Vadodara,India,Success,336091.11,258830.01
49829798,642434,2024-12-21,6271.03,Travel,Bidhannagar,India,Failed,312420.54,267169.27
75087903,798022,2024-03-01,33422.51,Groceries,Saharanpur,India,Failed,421783.39,72838.32
78583253,33573,2025-01-05,8210.73,Retail,Hapur,India,Failed,484897.52,155762.34
93896221,416024,2024-11-17,18180.75,Retail,Mahbubnagar,India,Success,453066.41,156246.76
6839864,365201,2024-05-16,4366.64,Groceries,Bidar,India,Failed,494310.46,325924.21
17821237,422077,2024-01-31,33730.07,Retail,Kozhikode,India,Failed,114314.5,355327.42
70648346,186641,2024-05-09,15676.42,Travel,Bongaigaon,India,Failed,323731.27,436706.11
38291948,348557,2024-08-18,49280.8,Retail,Agartala,India,Failed,197273.08,460944.52
82800018,810347,2024-08-09,6669.36,Groceries,Gorakhpur,India,Failed,342272.52,392572.41
43613133,909366,2024-02-17,9201.52,Groceries,Amroha,India,Failed,99197.95,400599.69
59346842,661330,2024-04-14,14968.88,Groceries,Khora ,India,Failed,286013.26,431156.92
87518421,753805,2024-08-22,15828.85,Retail,Bathinda,India,Success,190770.75,176903.23
6379301,561382,2024-02-14,8529.51,Travel,Panchkula,India,Failed,205994.61,441863.97
2911124,171158,2024-05-15,11421.27,Dining,Bhusawal,India,Success,410701.69,249050.87
1867841,400193,2024-04-09,22625.6,Travel,Bijapur,India,Failed,321924.85,44938.2
2525606,928430,2024-03-26,24546.63,Groceries,Raiganj,India,Success,248299.58,353608.89
97387379,4821,2024-12-22,12751.46,Retail,Aurangabad,India,Success,418169.64,342181.83
50805849,73932,2024-03-04,1052.84,Groceries,Bhatpara,India,Success,164687.57,437005.4
79842860,231211,2024-09-14,28463.64,Dining,Thane,India,Success,368089.47,465553.06
71610667,160904,2024-05-27,31791.77,Retail,Maheshtala,India,Success,398198.01,297527.98
32319910,243427,2024-03-09,8435.35,Dining,Amaravati,India,Failed,106618.48,231695.99
72332055,774883,2024-10-07,12592.47,Dining,Hazaribagh,India,Failed,371339.12,367810.68
86316687,268077,2024-06-23,30952.22,Groceries,Madhyamgram,India,Failed,138237.3,381905.97
85337307,320868,2024-02-27,44390.45,Travel,Sikar,India,Success,456770.66,12947.46
88581160,367333,2024-06-27,31621.9,Travel,Jammu,India,Success,108396.48,1317.04
99780432,468075,2024-07-27,32792.85,Groceries,Tirupati,India,Failed,129304.23,420110.24
80647574,3854,2024-03-20,31005.08,Travel,Allahabad,India,Failed,424951.88,452698.52
92730753,89301,2024-11-11,12532.64,Groceries,Kalyan-Dombivli,India,Failed,446271.53,97040.8
72050805,59310,2024-12-12,19759.39,Travel,Amritsar,India,Failed,193723.69,216438.37
99342139,306000,2024-10-03,24432.17,Retail,Sagar,India,Failed,286075.3,347411.39
72157572,502987,2024-11-16,25700.2,Travel,Rajkot,India,Success,362009.61,491252.16
62379645,569078,2024-09-01,23589.87,Travel,Davanagere,India,Failed,215241.14,271526.08
68251699,599706,2025-01-16,29041.02,Travel,Malda,India,Failed,210999.1,351552.82
19033881,690037,2024-05-15,23551.84,Retail,Giridih,India,Success,100957.89,437423.38
56988522,413823,2025-01-07,23828.77,Travel,Kamarhati,India,Success,247767.71,115569.2
33964013,612370,2025-01-02,2098.06,Groceries,Jamnagar,India,Success,383369.72,316769.28
26592355,857427,2024-06-08,37068.92,Travel,Noida,India,Success,466282.09,255279.9
98255463,474363,2024-10-27,43101.87,Groceries,Jaunpur,India,Failed,244335.31,274840.66
90313207,277039,2024-04-14,15897.21,Groceries,Baranagar,India,Success,208405.55,245149.56
64786566,630290,2024-05-01,19065.29,Retail,Pallavaram,India,Failed,402223.48,460602.25
27970797,272778,2024-03-23,19747.0,Retail,Jalna,India,Success,315209.12,313059.25
30440697,701550,2024-02-02,31090.92,Retail,Bokaro,India,Failed,217499.64,494936.03
59208754,548913,2024-05-12,11811.63,Groceries,Madhyamgram,India,Success,253398.84,389243.66
26862020,834818,2024-04-02,6504.57,Groceries,Bhind,India,Failed,285834.52,261725.95
45846282,560612,2024-06-28,33782.66,Travel,Bharatpur,India,Success,463786.05,380401.94
71620767,339154,2024-03-16,26656.23,Retail,Mirzapur,India,Failed,111873.14,84270.77
92931100,489322,2024-09-10,18143.7,Retail,Bhavnagar,India,Success,424960.5,381425.97
63245661,11012,2024-05-12,32897.98,Groceries,Sambalpur,India,Failed,468314.13,333644.58
9627648,137150,2024-08-01,48729.69,Travel,Phagwara,India,Failed,477025.64,38084.63
92035944,735380,2024-12-09,27935.81,Groceries,Rohtak,India,Failed,188059.26,419566.76
90727663,561142,2024-04-03,42661.17,Dining,Kavali,India,Failed,180194.31,75382.18
51369583,362071,2024-04-03,19699.53,Retail,Ghaziabad,India,Failed,86254.11,262120.44
39002579,704783,2024-05-05,11387.16,Retail,Narasaraopet,India,Success,125420.77,449752.67
43404600,420381,2024-09-19,39844.25,Dining,Hajipur,India,Success,195927.07,16410.25
95149639,359006,2024-09-01,12426.63,Groceries,Eluru,India,Success,496650.71,229566.44
69659944,955563,2024-09-08,12343.63,Dining,Siwan,India,Success,62724.03,328342.29
56294251,51890,2025-01-01,33515.82,Retail,Silchar,India,Failed,141983.57,273558.84
81560757,574057,2024-07-31,9121.5,Retail,Suryapet,India,Success,271746.03,44886.5
29961789,727653,2024-05-18,26192.77,Travel,Amravati,India,Failed,231546.99,201562.22
77787744,425037,2024-10-18,48378.9,Groceries,Muzaffarpur,India,Failed,197445.26,180922.18
75663621,155273,2024-11-07,36925.55,Dining,Firozabad,India,Success,484472.94,405803.3
94935498,880034,2024-11-05,10354.18,Retail,Karnal,India,Success,266947.16,477448.61
98549113,583301,2024-06-08,33507.19,Dining,Gorakhpur,India,Failed,77296.6,12476.78
56921856,984476,2024-04-12,36016.03,Dining,Thoothukudi,India,Success,388613.73,219125.85
74133454,645408,2025-01-05,32868.35,Dining,Srinagar,India,Success,389665.96,292293.82
67534132,583214,2024-12-10,10587.84,Retail,Barasat,India,Failed,278016.38,364451.21
92145031,583166,2025-01-15,37086.82,Travel,Davanagere,India,Failed,115799.98,132845.12
1814066,555455,2024-04-25,45550.37,Groceries,Dharmavaram,India,Failed,327895.39,161754.11
15870502,365397,2024-05-18,24067.99,Retail,Katni,India,Failed,388042.15,386853.97
84383849,170881,2024-12-06,43621.63,Travel,Howrah,India,Success,419589.65,88879.48
73967391,365201,2024-08-16,46828.51,Travel,Nagercoil,India,Success,463659.07,490219.79
28733094,857472,2024-09-23,34489.51,Retail,Tiruppur,India,Success,474371.34,113464.82
78134497,239811,2024-04-04,18981.12,Retail,Bhimavaram,India,Success,63186.53,445894.06
97907979,983561,2024-03-23,42668.32,Dining,Kollam,India,Failed,450548.63,188398.64
37837072,25229,2024-11-16,15580.3,Groceries,Howrah,India,Success,245208.73,152482.63
92686954,777088,2024-04-19,16519.45,Travel,Chinsurah,India,Success,387424.17,185226.23
758282,905556,2024-03-16,41727.45,Groceries,Surat,India,Failed,56644.77,58238.72
9813809,475927,2024-03-26,27681.41,Retail,Bellary,India,Failed,138817.33,303506.67
90273341,602302,2024-02-19,26386.85,Travel,South Dumdum,India,Failed,265613.99,477039.59
54168178,423408,2024-07-24,10076.23,Groceries,Udaipur,India,Success,146477.7,250374.37
77279779,713573,2024-11-15,19500.29,Groceries,Raebareli,India,Success,237906.06,125752.84
79691369,533737,2024-03-31,48362.82,Travel,Dehri,India,Success,352700.61,367128.33
37973889,879346,2024-05-25,7716.87,Dining,Medininagar,India,Success,192717.06,188495.76
98423433,311513,2024-12-06,1547.0,Travel,Panvel,India,Failed,281500.24,334804.13
31143827,477199,2024-10-07,19446.75,Dining,Phagwara,India,Failed,380327.16,477891.88
64559144,799146,2024-03-19,24554.97,Dining,Alappuzha,India,Failed,51019.79,321222.07
84435134,786045,2024-04-13,16506.8,Dining,Sirsa,India,Success,170484.25,342853.05
63076816,169436,2024-10-20,32155.36,Groceries,Ramagundam,India,Success,94223.5,219723.61
32884176,73932,2024-10-16,48022.82,Groceries,Siwan,India,Failed,358539.37,324807.06
82202351,603650,2024-09-04,38366.21,Groceries,Coimbatore,India,Failed,251711.96,269086.47
68843003,978436,2024-07-11,47489.7,Travel,Bhopal,India,Failed,116665.4,279388.56
59001612,179154,2024-04-01,32999.54,Groceries,Anantapur,India,Success,201815.76,229387.24
68574855,583301,2024-12-23,49291.45,Groceries,North Dumdum,India,Success,465909.07,285417.16
2426630,781435,2024-10-30,9518.66,Groceries,Morena,India,Success,159172.21,185468.13
70150199,378988,2025-01-06,44065.19,Travel,Korba,India,Failed,364222.83,246479.49
28411693,460385,2024-03-29,46593.29,Groceries,Ajmer,India,Failed,398093.42,78163.37
27186173,460385,2024-09-30,37605.03,Groceries,Jhansi,India,Failed,350398.48,302928.26
37549384,365397,2024-04-19,8348.83,Retail,Deoghar,India,Failed,472909.03,215136.73
